
2024/03/03 (13:36:01) | ===> btop++ v.1.3.2
2024/03/03 (14:39:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:39:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:40:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:41:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:42:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:43:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
